time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
11:40.5,0.044333333,-0.021,-0.019,0.300737267,0.359577167,8.142788383,-30666.66667,2594333.333,-846000,98624.58496,28.81333333,28.51999855,-43.69659424,1.223166108,500,1.89769125,-0.497848809,0.976782978,0,0
11:40.5,0.081,-0.019,-0.032,0.36284605,0.26477955,8.1002929,-22000,2537000,-856000,98622.90649,28.81,28.48999977,-45.76053619,-0.218384504,500,1.89769125,-0.497848809,0.976782978,0,0
11:40.6,0.063333333,-0.029666667,-0.007666667,0.3334261,0.366114933,8.518709967,-39333.33333,2063333.333,-827333.3333,98625.00814,28.81,28.48999977,-45.76053619,-0.218384504,500,2.208565235,-0.220416293,0.962591171,0,0
11:40.6,0.045666667,-0.040333333,0.016666667,0.30400615,0.467450317,8.937127033,-56666.66667,1589666.667,-798666.6667,98627.10978,28.81,28.48999977,-46.26054764,-0.135126647,500,2.208565235,-0.220416293,0.962591171,0,0
11:40.6,0.028,-0.051,0.041,0.2745862,0.5687857,9.3555441,-74000,1116000,-770000,98629.21143,28.81,28.48999977,-46.76055908,-0.051868789,500,2.208565235,-0.220416293,0.962591171,0,0
11:40.7,0.0635,-0.0405,0.0245,0.367749375,0.465815875,9.5516771,-112000,287500,-737000,98627.38648,28.81,28.48999977,-46.76055908,-0.051868789,500,2.208565235,-0.220416293,0.962591171,0,0
11:40.7,0.099,-0.03,0.008,0.46091255,0.36284605,9.7478101,-150000,-541000,-704000,98625.56152,28.81,28.48999977,-46.76055908,-0.051868789,500,2.208565235,-0.220416293,0.962591171,0,0
11:40.8,0.022666667,-0.039333333,0.014333333,0.5295591,0.277855083,10.12373168,-122000,481000,-754000,98625.94604,28.81,28.48999977,-42.61951447,-0.239248037,500.5,2.208565235,-0.220416293,0.962591171,0,0
11:40.8,-0.053666667,-0.048666667,0.020666667,0.59820565,0.192864117,10.49965327,-94000,1503000,-804000,98626.33057,28.81,28.48999977,-38.47846985,-0.426627286,501,2.208565235,-0.220416293,0.962591171,0,0
11:40.8,-0.13,-0.058,0.027,0.6668522,0.10787315,10.87557485,-66000,2525000,-854000,98626.71509,28.81,28.48999977,-38.47846985,-0.700757626,501,2.679662705,-0.268748411,0.721898317,0,0
11:40.9,-0.1105,-0.0635,0.0215,0.622722275,0.0784532,11.03738458,-90000,1808500,-824500,98624.3042,28.81,28.48999977,-38.47846985,-0.974887967,501,3.150760174,-0.317080528,0.481205463,0,0
11:40.9,-0.091,-0.069,0.016,0.57859235,0.04903325,11.1991943,-114000,1092000,-795000,98621.89331,28.81,28.48999977,-38.47846985,-0.974887967,501,3.150760174,-0.317080528,0.481205463,0,0
11:41.0,0.0445,-0.0415,0.039,0.622722275,0.044129925,10.54705208,-121000,923500,-785500,98622.70813,28.81,28.5,-29.06608582,-0.708603621,501,3.150760174,-0.317080528,0.481205463,0,0
11:41.0,0.18,-0.014,0.062,0.6668522,0.0392266,9.89490985,-128000,755000,-776000,98623.52295,28.81,28.5,-29.06608582,-0.708603621,501,3.150760174,-0.317080528,0.481205463,0,0
11:41.0,0.106666667,-0.028333333,0.092333333,0.748574283,0.22555295,11.01613683,-110333.3333,1227333.333,-798000,98623.98682,28.81,28.49499989,-29.06608582,-1.754539967,501.5,3.150760174,-0.317080528,0.481205463,0,0
11:41.1,0.033333333,-0.042666667,0.122666667,0.830296367,0.4118793,12.13736382,-92666.66667,1699666.667,-820000,98624.45068,28.81,28.48999977,-29.06608582,-2.800476313,502,3.150760174,-0.317080528,0.481205463,0,0
11:41.1,-0.04,-0.057,0.153,0.91201845,0.59820565,13.2585908,-75000,2172000,-842000,98624.91455,28.81,28.48999977,-29.06608582,-2.800476313,502,3.150760174,-0.317080528,0.481205463,0,0
11:41.2,-0.140666667,-0.070666667,0.146333333,1.052580433,0.663583317,14.03985392,-79000,2106333.333,-838666.6667,98624.90031,28.81,28.47999954,-30.98773956,-2.386721849,502,3.150760174,-0.317080528,0.481205463,0,0
11:41.2,-0.241333333,-0.084333333,0.139666667,1.193142417,0.728960983,14.82111703,-83000,2040666.667,-835333.3333,98624.88607,28.81,28.4666659,-30.98773956,-2.241339127,502.3333333,3.150760174,-0.317080528,0.481205463,0,0
11:41.2,-0.342,-0.098,0.133,1.3337044,0.79433865,15.60238015,-87000,1975000,-832000,98624.87183,28.81,28.45333227,-30.98773956,-2.095956405,502.6666667,3.150760174,-0.317080528,0.481205463,0,0
11:41.3,-0.1415,-0.0515,0.1155,1.18660465,0.760015375,14.7492016,-85000,1988000,-831000,98623.21167,28.805,28.43999863,-30.98773956,-1.950573683,503,3.150760174,-0.317080528,0.481205463,0,0
11:41.3,0.059,-0.005,0.098,1.0395049,0.7256921,13.89602305,-83000,2001000,-830000,98621.55151,28.8,28.43999863,-30.98773956,-1.950573683,503,4.648020744,-1.895042419,-2.019271851,0,0
11:41.4,0.126333333,0.022,0.045333333,0.85317855,0.722423217,11.98699518,-89666.66667,1934333.333,-824666.6667,98622.13541,28.8,28.34000015,-24.08161163,-3.138974428,503,4.648020744,-1.895042419,-2.019271851,0,0
11:41.4,0.193666667,0.049,-0.007333333,0.6668522,0.719154333,10.07796732,-96333.33333,1867666.667,-819333.3333,98622.71932,28.8,28.19999886,-25.08163452,-2.580607653,503,4.648020744,-1.895042419,-2.019271851,0,0
11:41.4,0.261,0.076,-0.06,0.48052585,0.71588545,8.16893945,-103000,1801000,-814000,98623.30322,28.8,28.19999886,-25.08163452,-2.580607653,503,4.648020744,-1.895042419,-2.019271851,0,0
11:41.5,0.2095,0.0665,-0.085,0.588399,0.514849125,8.016936375,-86500,1812500,-811000,98620.33386,28.8,28.19999886,-25.08163452,-2.580607653,503,4.648020744,-1.895042419,-2.019271851,0,0
11:41.5,0.158,0.057,-0.11,0.69627215,0.3138128,7.8649333,-70000,1824000,-808000,98617.3645,28.8,28.06999969,-17.81005859,-4.568894863,504,4.648020744,-1.895042419,-2.019271851,0,0
11:41.6,0.089333333,0.045,-0.105666667,0.73549875,0.1372931,7.956462033,-98333.33333,969333.3333,-768000,98618.00334,28.8,28.06999969,-17.81005859,-4.568894863,504,4.648020744,-1.895042419,-2.019271851,0,0
11:41.6,0.020666667,0.033,-0.101333333,0.77472535,-0.0392266,8.047990767,-126666.6667,114666.6667,-728000,98618.64217,28.8,28.06999969,-17.81005859,-4.568894863,504,4.648020744,-1.895042419,-2.019271851,0,0
11:41.6,-0.048,0.021,-0.097,0.81395195,-0.2157463,8.1395195,-155000,-740000,-688000,98619.28101,28.8,28.00999928,-17.31004715,-4.20033288,504,4.254027128,-0.530094177,-1.595382154,0,0
11:41.7,0.201,0.0365,-0.0765,0.83356525,-0.073549875,8.330749175,-135500,-285500,-712500,98617.23023,28.8,27.94999886,-16.81003571,-3.831770897,504,3.860033512,0.834854066,-1.171492457,0,0
11:41.7,0.45,0.052,-0.056,0.85317855,0.06864655,8.52197885,-116000,169000,-737000,98615.17944,28.8,27.8599987,-8.595657349,-3.109361649,505,3.860033512,0.834854066,-1.171492457,0,0
11:41.8,0.504333333,0.064333333,-0.049,0.761649817,0.075184317,8.417374583,-110000,348666.6667,-743666.6667,98615.81217,28.79666667,27.83666547,-8.595657349,-3.419178486,505,3.860033512,0.834854066,-1.171492457,0,0
11:41.8,0.558666667,0.076666667,-0.042,0.670121083,0.081722083,8.312770317,-104000,528333.3333,-750333.3333,98616.44491,28.79333333,27.81333224,-8.595657349,-3.728995323,505,3.860033512,0.834854066,-1.171492457,0,0
11:41.8,0.613,0.089,-0.035,0.57859235,0.08825985,8.20816605,-98000,708000,-757000,98617.07764,28.79,27.78999901,-8.595657349,-4.03881216,505,3.860033512,0.834854066,-1.171492457,0,0
11:41.9,0.5605,0.0575,-0.0325,0.67665885,-0.112776475,9.1005712,-85000,895500,-766500,98615.48768,28.79,27.78999901,-8.595657349,-4.03881216,505,3.860033512,0.834854066,-1.171492457,0,0
11:41.9,0.508,0.026,-0.03,0.77472535,-0.3138128,9.99297635,-72000,1083000,-776000,98613.89771,28.79,27.72999954,-9.198188782,-3.225639343,506,3.860033512,0.834854066,-1.171492457,0,0
11:42.0,0.464666667,0.028333333,-0.008,0.768187583,-0.163444167,9.9243298,-75000,1007333.333,-774000,98612.10531,28.79,27.72999954,-9.198188782,-3.225639343,506,3.860033512,0.834854066,-1.171492457,0,0
11:42.0,0.421333333,0.030666667,0.014,0.761649817,-0.013075533,9.85568325,-78000,931666.6667,-772000,98610.31291,28.79,27.72999954,-9.198188782,-3.225639343,506,3.860033512,0.834854066,-1.171492457,0,0
11:42.0,0.378,0.033,0.036,0.75511205,0.1372931,9.7870367,-81000,856000,-770000,98608.52051,28.79,27.70499993,-9.198188782,-4.142976284,506,3.317354799,6.204614133,-0.996394485,0,0
11:42.1,0.4015,-0.0115,0.0575,0.652142225,0.32361945,11.52771708,-80000,856000,-764500,98609.05457,28.79,27.68000031,-9.198188782,-5.060313225,506,2.774676085,11.5743742,-0.821296513,0,0
11:42.1,0.425,-0.056,0.079,0.5491724,0.5099458,13.26839745,-79000,856000,-759000,98609.58862,28.79,27.68000031,-9.198188782,-5.060313225,506,2.774676085,11.5743742,-0.821296513,0,0
11:42.2,0.45775,-0.03625,0.07525,0.595753988,0.524655775,12.77070996,-74750,946500,-764000,98609.50165,28.79,27.64999962,-9.048843384,-4.599161387,506.5,2.774676085,11.5743742,-0.821296513,0,0
11:42.2,0.4905,-0.0165,0.0715,0.642335575,0.53936575,12.27302248,-70500,1037000,-769000,98609.41467,28.79,27.61999893,-8.899497986,-4.138009548,507,2.774676085,11.5743742,-0.821296513,0,0
11:42.2,0.52325,0.00325,0.06775,0.688917163,0.554075725,11.77533499,-66250,1127500,-774000,98609.3277,28.79,27.53999901,-8.899497986,-4.131829739,507,2.774676085,11.5743742,-0.821296513,0,0
11:42.3,0.556,0.023,0.064,0.73549875,0.5687857,11.2776475,-62000,1218000,-779000,98609.24072,28.79,27.53999901,-8.899497986,-4.131829739,507,2.774676085,11.5743742,-0.821296513,0,0
11:42.3,0.484,0.004,0.044,0.583495675,0.87279185,11.67972015,-72500,933000,-763500,98606.75354,28.79,27.49499894,-9.519863128,-3.67195046,507,2.774676085,11.5743742,-0.821296513,0,0
11:42.4,0.412,-0.015,0.024,0.4314926,1.176798,12.0817928,-83000,648000,-748000,98604.26636,28.79,27.44999886,-10.14022827,-3.21207118,507,2.774676085,11.5743742,-0.821296513,0,0
11:42.4,0.2165,0.0225,-0.004,0.456009225,1.211121275,10.97364135,-76500,723000,-748000,98608.34351,28.79,27.39499951,-10.14022827,-2.768773317,507.5,2.774676085,11.5743742,-0.821296513,0,0
11:42.4,0.021,0.06,-0.032,0.48052585,1.24544455,9.8654899,-70000,798000,-748000,98612.42065,28.79,27.34000015,-10.14022827,-2.325475454,508,2.774676085,11.5743742,-0.821296513,0,0
11:42.5,-0.0035,0.024,-0.0765,0.583495675,1.387640975,11.12564443,-64500,969000,-755500,98608.9386,28.79,27.34000015,-10.14022827,-2.325475454,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.5,-0.028,-0.012,-0.121,0.6864655,1.5298374,12.38579895,-59000,1140000,-763000,98605.45654,28.79,27.34000015,-10.14022827,-2.325475454,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.6,0.029,-0.006666667,-0.145333333,0.800876417,1.516761867,12.76498942,-54000,1209333.333,-762666.6667,98605.90006,28.78666667,27.28499985,5.58137894,-3.657334209,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.6,0.086,-0.001333333,-0.169666667,0.915287333,1.503686333,13.14417988,-49000,1278666.667,-762333.3333,98606.34359,28.78333333,27.22999954,21.30298615,-4.989192963,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.6,0.143,0.004,-0.194,1.02969825,1.4906108,13.52337035,-44000,1348000,-762000,98606.78711,28.78,27.22999954,21.30298615,-4.989192963,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.7,0.169333333,0.017666667,-0.229666667,0.91201845,1.4121576,12.90882028,-44333.33333,1131333.333,-749000,98607.11873,28.78,27.09999847,21.30298615,-3.970815182,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.7,0.195666667,0.031333333,-0.265333333,0.79433865,1.3337044,12.29427022,-44666.66667,914666.6667,-736000,98607.45036,28.78,27.09999847,21.30298615,-3.970815182,508,2.745612144,21.68894386,-2.039009094,0,0
11:42.8,0.222,0.045,-0.301,0.67665885,1.2552512,11.67972015,-45000,698000,-723000,98607.78198,28.78,26.93999863,13.21115494,-3.915895224,509,2.745612144,21.68894386,-2.039009094,0,0
11:42.8,0.306,0.111,-0.349,0.46091255,0.85317855,8.85540495,-40000,685000,-721000,98602.81982,28.78,26.93999863,13.21115494,-3.915895224,509,2.745612144,21.68894386,-2.039009094,0,0
11:42.8,0.443333333,0.085666667,-0.367666667,0.438030367,0.555710167,9.05153795,-32333.33333,661666.6667,-713333.3333,98601.27156,28.78,26.76999855,13.21115494,-2.895263672,509,2.745612144,21.68894386,-2.039009094,0,0
11:42.9,0.580666667,0.060333333,-0.386333333,0.415148183,0.258241783,9.24767095,-24666.66667,638333.3333,-705666.6667,98599.72331,28.78,26.76999855,13.21115494,-2.895263672,509,1.375453998,23.48270607,0.307798624,0,0
11:42.9,0.718,0.035,-0.405,0.392266,-0.0392266,9.44380395,-17000,615000,-698000,98598.17505,28.78,26.76999855,13.21115494,-2.895263672,509,0.005295851,25.27646828,2.654606342,0,0
11:43.0,0.661,0.003,-0.3555,0.338329425,-0.259876225,9.0613446,-15000,625500,-692000,98596.43555,28.78,26.68999863,4.858255388,-3.310947299,509,0.005295851,25.27646828,2.654606342,0,0
11:43.0,0.604,-0.029,-0.306,0.28439285,-0.48052585,8.67888525,-13000,636000,-686000,98594.69604,28.78,26.6099987,-3.494644165,-3.726630926,509,0.005295851,25.27646828,2.654606342,0,0
11:43.0,0.569333333,-0.045,-0.254666667,0.30400615,-0.408610417,8.999235817,-12000,626000,-688000,98594.90153,28.77666667,26.47999954,-3.494644165,-2.673784256,509,0.005295851,25.27646828,2.654606342,0,0
11:43.1,0.534666667,-0.061,-0.203333333,0.32361945,-0.336694983,9.319586383,-11000,616000,-690000,98595.10701,28.77333333,26.47999954,-3.494644165,-2.673784256,509,0.005295851,25.27646828,2.654606342,0,0
11:43.1,0.5,-0.077,-0.152,0.34323275,-0.26477955,9.63993695,-10000,606000,-692000,98595.3125,28.77,26.36999893,-15.83709717,-1.651805639,509,0.005295851,25.27646828,2.654606342,0,0
11:43.2,0.468666667,-0.111666667,-0.118333333,0.28439285,-0.101335383,10.08450508,-17333.33333,621666.6667,-695333.3333,98595.33488,28.77333333,26.36999893,-15.83709717,-1.651805639,509,-0.424711542,28.1237855,3.915965438,0,0
11:43.2,0.437333333,-0.146333333,-0.084666667,0.22555295,0.062108783,10.52907322,-24666.66667,637333.3333,-698666.6667,98595.35726,28.77666667,26.36999893,-15.83709717,-1.651805639,509,-0.854718934,30.97110272,5.177324534,0,0
11:43.2,0.406,-0.181,-0.051,0.16671305,0.22555295,10.97364135,-32000,653000,-702000,98595.37964,28.78,26.32999897,-15.83709717,-2.060060501,509.5,-1.284726327,33.81841993,6.438683629,0,0
11:43.3,0.318,-0.1885,-0.031,0.196133,0.3726527,11.28255083,-32000,862000,-716000,98595.75196,28.78,26.28999901,-15.83709717,-2.468315363,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.3,0.23,-0.196,-0.011,0.22555295,0.51975245,11.5914603,-32000,1071000,-730000,98596.12427,28.78,26.28999901,-15.83709717,-2.468315363,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.4,0.08,-0.2025,0.0005,0.4118793,0.71588545,12.17495598,-53000,755500,-717000,98596.50879,28.775,26.21999931,-19.47364807,-1.442449093,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.4,-0.07,-0.209,0.012,0.59820565,0.91201845,12.75845165,-74000,440000,-704000,98596.89331,28.77,26.18499947,-19.47364807,-1.880637646,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.4,-0.106333333,-0.187666667,-0.031,0.614550067,1.046042667,12.14390158,-71666.66667,520666.6667,-709666.6667,98596.67765,28.77,26.16749954,-19.47364807,-2.099731923,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.5,-0.142666667,-0.166333333,-0.074,0.630894483,1.180066883,11.52935152,-69333.33333,601333.3333,-715333.3333,98596.462,28.77,26.14999962,-19.47364807,-2.318826199,510,-1.71473372,36.66573715,7.700042725,0,0
11:43.5,-0.179,-0.145,-0.117,0.6472389,1.3140911,10.91480145,-67000,682000,-721000,98596.24634,28.77,26.07999992,-40.57655334,-1.311944604,509,-1.71473372,36.66573715,7.700042725,0,0
11:43.6,-0.128333333,-0.14,-0.154333333,0.63743225,1.474266383,11.78105553,-64000,822000,-728666.6667,98596.6919,28.77,26.07999992,-40.57655334,-1.311944604,509,-1.71473372,36.66573715,7.700042725,0,0
11:43.6,-0.077666667,-0.135,-0.191666667,0.6276256,1.634441667,12.64730962,-61000,962000,-736333.3333,98597.13745,28.77,26.04500008,-40.57655334,-2.275134981,509,-0.352266312,37.05112076,9.605882168,0,0
11:43.6,-0.027,-0.13,-0.229,0.61781895,1.79461695,13.5135637,-58000,1102000,-744000,98597.58301,28.77,26.01000023,-40.57655334,-3.238325357,509,1.010201097,37.43650436,11.51172161,0,0
11:43.7,-0.002,-0.111,-0.271666667,0.67665885,1.712894867,13.2193642,-64000,965666.6667,-735000,98596.95842,28.77,26.01000023,-40.57655334,-3.238325357,509,1.010201097,37.43650436,11.51172161,0,0
11:43.7,0.023,-0.092,-0.314333333,0.73549875,1.631172783,12.9251647,-70000,829333.3333,-726000,98596.33382,28.77,25.92000008,-69.03953552,-2.172583818,509,1.010201097,37.43650436,11.51172161,0,0
11:43.8,0.048,-0.073,-0.357,0.79433865,1.5494507,12.6309652,-76000,693000,-717000,98595.70923,28.77,25.92000008,-69.03953552,-2.172583818,509,1.010201097,37.43650436,11.51172161,0,0
11:43.8,0.083,-0.058,-0.4095,0.534462425,1.3337044,11.70423678,-64500,652000,-711000,98594.64112,28.77,25.86999989,-69.03953552,-1.663306773,509,1.010201097,37.43650436,11.51172161,0,0
11:43.8,0.118,-0.043,-0.462,0.2745862,1.1179581,10.77750835,-53000,611000,-705000,98593.573,28.77,25.81999969,-69.03953552,-1.154029727,509,1.010201097,37.43650436,11.51172161,0,0
11:43.9,0.083333333,-0.062,-0.462666667,0.349770517,1.046042667,10.82000383,-49333.33333,606666.6667,-699333.3333,98591.33504,28.76666667,25.81999969,-69.03953552,-1.154029727,509,1.010201097,37.43650436,11.51172161,0,0
11:43.9,0.048666667,-0.081,-0.463333333,0.424954833,0.974127233,10.86249932,-45666.66667,602333.3333,-693666.6667,98589.09709,28.76333333,25.70999908,-137.8500061,-1.107699633,508,1.010201097,37.43650436,11.51172161,0,0
11:44.0,0.014,-0.1,-0.464,0.50013915,0.9022118,10.9049948,-42000,598000,-688000,98586.85913,28.76,25.70999908,-137.8500061,-1.107699633,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.0,0.1385,-0.1185,-0.4605,0.50013915,0.789435325,11.97882298,-35500,623500,-691000,98587.98828,28.76,25.65999889,-138.3500138,-0.609305222,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.0,0.263,-0.137,-0.457,0.50013915,0.67665885,13.05265115,-29000,649000,-694000,98589.11743,28.76,25.6099987,-138.8500214,-0.110910811,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.1,0.264,-0.133,-0.446666667,0.424954833,0.683196617,12.27465692,-33666.66667,640000,-695666.6667,98587.87231,28.76,25.6099987,-138.8500214,-0.110910811,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.1,0.265,-0.129,-0.436333333,0.349770517,0.689734383,11.49666268,-38333.33333,631000,-697333.3333,98586.6272,28.76,25.51999855,-158.3255768,-0.978717923,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.2,0.266,-0.125,-0.426,0.2745862,0.69627215,10.71866845,-43000,622000,-699000,98585.38208,28.76,25.51999855,-158.3255768,-0.978717923,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.2,0.3275,-0.1575,-0.4045,0.250069575,0.622722275,10.85105823,-39500,614500,-692000,98584.34143,28.76,25.51999855,-158.3255768,-0.978717923,508,-1.900954366,38.51248932,17.96842766,0,0
11:44.2,0.389,-0.19,-0.383,0.22555295,0.5491724,10.983448,-36000,607000,-685000,98583.30078,28.76,25.43000031,-157.3255615,0.031315356,507,-1.900954366,38.51248932,17.96842766,0,0
11:44.3,0.3215,-0.1935,-0.3515,0.30400615,0.681562175,10.48821218,-32500,610500,-689500,98582.76367,28.76,25.39000035,-177.7674713,0.516929284,507,-1.900954366,38.51248932,17.96842766,0,0
11:44.3,0.254,-0.197,-0.32,0.38245935,0.81395195,9.99297635,-29000,614000,-694000,98582.22656,28.76,25.35000038,-198.2093811,1.002543211,507,-1.900954366,38.51248932,17.96842766,0,0
11:44.4,0.226666667,-0.186,-0.326333333,0.418417067,0.9414384,9.499374967,-29666.66667,617000,-693000,98581.75659,28.75666667,25.35000038,-198.2093811,1.002543211,507,-5.464744568,44.31277847,28.13533211,0,0
11:44.4,0.199333333,-0.175,-0.332666667,0.454374783,1.06892485,9.005773583,-30333.33333,620000,-692000,98581.28662,28.75333333,25.32499981,-198.2093811,0.199900061,506.5,-5.464744568,44.31277847,28.13533211,0,0
11:44.4,0.172,-0.164,-0.339,0.4903325,1.1964113,8.5121722,-31000,623000,-691000,98580.81665,28.75,25.29999924,-198.2093811,-0.602743089,506,-5.464744568,44.31277847,28.13533211,0,0
11:44.5,0.175,-0.174666667,-0.360666667,0.454374783,1.150646933,8.920782617,-40666.66667,593333.3333,-696666.6667,98582.76774,28.75333333,25.29999924,-198.2093811,-0.602743089,506,-5.464744568,44.31277847,28.13533211,0,0
11:44.5,0.178,-0.185333333,-0.382333333,0.418417067,1.104882567,9.329393033,-50333.33333,563666.6667,-702333.3333,98584.71883,28.75666667,25.26999855,-211.3826752,0.430333376,505,-5.464744568,44.31277847,28.13533211,0,0
11:44.6,0.181,-0.196,-0.404,0.38245935,1.0591182,9.73800345,-60000,534000,-708000,98586.66992,28.76,25.26999855,-211.3826752,0.430333376,505,-5.464744568,44.31277847,28.13533211,0,0
11:44.6,0.197,-0.345,-0.435,0.5295591,0.69627215,13.9058297,-50000,1180000,-740000,98584.46045,28.76,25.26999855,-211.3826752,0.430333376,505,-5.464744568,44.31277847,28.13533211,0,0
11:44.6,0.105,-0.336666667,-0.413333333,0.526290217,0.640701133,13.33377512,-57333.33333,919000,-731000,98584.95483,28.76,25.26999855,-211.3826752,0.131456696,505,-5.464744568,44.31277847,28.13533211,0,0
